,Tachometer main frequency,Class6,Class10,Tachometer mean,Tachometer entropy,Tachometer kurtosis,Tachometer rms,Tachometer peak to peak,Tachometer shape indicator,Tachometer impulse indicator,Tachometer crest indicator,Tachometer clearance indicator,Tachometer skewness,Underhang bearing accelerometer axial mean,Underhang bearing accelerometer axial entropy,Underhang bearing accelerometer axial kurtosis,Underhang bearing accelerometer axial rms,Underhang bearing accelerometer axial peak to peak,Underhang bearing accelerometer axial shape indicator,Underhang bearing accelerometer axial impulse indicator,Underhang bearing accelerometer axial crest indicator,Underhang bearing accelerometer axial clearance indicator,Underhang bearing accelerometer axial skewness,Underhang bearing accelerometer radiale mean,Underhang bearing accelerometer radiale entropy,Underhang bearing accelerometer radiale kurtosis,Underhang bearing accelerometer radiale rms,Underhang bearing accelerometer radiale peak to peak,Underhang bearing accelerometer radiale shape indicator,Underhang bearing accelerometer radiale impulse indicator,Underhang bearing accelerometer radiale crest indicator,Underhang bearing accelerometer radiale clearance indicator,Underhang bearing accelerometer radiale skewness,Underhang bearing accelerometer tangential mean,Underhang bearing accelerometer tangential entropy,Underhang bearing accelerometer tangential kurtosis,Underhang bearing accelerometer tangential rms,Underhang bearing accelerometer tangential peak to peak,Underhang bearing accelerometer tangential shape indicator,Underhang bearing accelerometer tangential impulse indicator,Underhang bearing accelerometer tangential crest indicator,Underhang bearing accelerometer tangential clearance indicator,Underhang bearing accelerometer tangential skewness,Overhang bearing accelerometer axial mean,Overhang bearing accelerometer axial entropy,Overhang bearing accelerometer axial kurtosis,Overhang bearing accelerometer axial rms,Overhang bearing accelerometer axial peak to peak,Overhang bearing accelerometer axial shape indicator,Overhang bearing accelerometer axial impulse indicator,Overhang bearing accelerometer axial crest indicator,Overhang bearing accelerometer axial clearance indicator,Overhang bearing accelerometer axial skewness,Overhang bearing accelerometer radiale mean,Overhang bearing accelerometer radiale entropy,Overhang bearing accelerometer radiale kurtosis,Overhang bearing accelerometer radiale rms,Overhang bearing accelerometer radiale peak to peak,Overhang bearing accelerometer radiale shape indicator,Overhang bearing accelerometer radiale impulse indicator,Overhang bearing accelerometer radiale crest indicator,Overhang bearing accelerometer radiale clearance indicator,Overhang bearing accelerometer radiale skewness,Overhang bearing accelerometer tangential mean,Overhang bearing accelerometer tangential entropy,Overhang bearing accelerometer tangential kurtosis,Overhang bearing accelerometer tangential rms,Overhang bearing accelerometer tangential peak to peak,Overhang bearing accelerometer tangential shape indicator,Overhang bearing accelerometer tangential impulse indicator,Overhang bearing accelerometer tangential crest indicator,Overhang bearing accelerometer tangential clearance indicator,Overhang bearing accelerometer tangential skewness,Microphone mean,Microphone entropy,Microphone kurtosis,Microphone rms,Microphone peak to peak,Microphone shape indicator,Microphone impulse indicator,Microphone crest indicator,Microphone clearance indicator,Microphone skewness,filePath
276,43.4,imbalance,imbalance,0.001587999,2.184741809,2.370813149,1.760094453,-6.3347,1.452285689,4.067171853,2.800531524,4.83731225,2.082539402,0.004603365,3.376973077,-0.031678075,0.708857404,-5.6329,1.244585173,5.741167457,4.612916481,6.738324139,-0.326815303,-8.45E-06,3.327481609,-0.446321917,0.674412765,-5.1821,1.213400641,4.940411854,4.07154215,5.712236911,0.107435402,0.000213537,2.526900142,0.170128599,0.29096213,-3.0823,1.247234225,7.639125111,6.12485206,8.956949586,0.460075367,0.006684967,1.603578184,-0.057959856,0.067276937,-0.47648,1.227264098,5.150803597,4.196980589,5.997714625,-0.44613697,0.002605464,1.45085849,-0.841989514,0.025807256,-0.163158,1.183414942,3.898072455,3.293918571,4.444035218,-0.09063755,0.08432068,3.682666681,-0.587807726,0.979726522,-5.8308,1.208544357,4.093791547,3.387373848,4.7182405,0.173818291,0.012356754,2.200781287,-0.375322527,0.199788378,-1.21239,1.201176221,4.773299856,3.973854771,5.450358941,0.481827063,D:/full\imbalance\10g\44.6464.csv
277,44.4,imbalance,imbalance,0.000661559,2.186955324,2.343761258,1.763096625,-6.3713,1.449104607,4.032366695,2.782660876,4.79091225,2.076031639,0.001833972,3.337335511,-0.072109585,0.68047727,-5.3033,1.242342833,5.492963609,4.421455544,6.440876424,-0.313393743,-0.000237002,3.37147981,-0.425140992,0.706292419,-5.274,1.211047412,4.810291488,3.972009222,5.54585827,0.130994664,0.000687228,2.585799592,0.139134985,0.312053193,-3.1143,1.245342576,7.341479779,5.895148788,8.593388283,0.506841843,0.007611786,1.629691775,0.104655685,0.072971662,-0.53853,1.224898582,5.915368345,4.829271936,6.866074532,-0.481988782,0.002686978,1.451041815,-0.81478428,0.0258912,-0.159963,1.185144279,4.149918274,3.5016144,4.733545101,-0.085450031,0.092668969,3.604233665,-0.71166655,0.91032974,-5.5426,1.201509955,3.85676979,3.209935776,4.435603403,0.089714087,0.012704636,2.206169787,-0.372770511,0.201202019,-1.2506,1.201487222,4.882217032,4.063478116,5.575790366,0.4813189,D:/full\imbalance\10g\45.4656.csv
278,45,imbalance,imbalance,0.001623296,2.188935716,2.304396195,1.767244828,-6.2928,1.446429534,4.046249606,2.797405273,4.804063457,2.066557805,-0.002134136,3.305874673,-0.089085474,0.657782095,-5.2162,1.242177869,5.737816926,4.619158873,6.729402343,-0.282646198,-0.001138711,3.411333217,-0.443972083,0.736044092,-5.4052,1.210802966,4.819398032,3.980332198,5.561071278,0.127351249,0.000448267,2.625575997,0.021735185,0.326013954,-3.4886,1.237299509,7.138836689,5.769691685,8.325570409,0.480727677,0.007430082,1.610992328,0.041788394,0.068982203,-0.50838,1.218667212,5.763133097,4.729045831,6.657771832,-0.500442783,0.002716214,1.450781437,-0.814506238,0.025786871,-0.158686,1.184274572,3.992715789,3.371444329,4.555562863,-0.111432753,0.09455042,3.525504026,-0.754778694,0.848891855,-5.381,1.191076512,4.182207358,3.511283544,4.775204807,0.143413278,0.012610551,2.210173256,-0.392193717,0.202251313,-1.23315,1.200808657,4.742762637,3.94964061,5.41593953,0.476063666,D:/full\imbalance\10g\46.08.csv
279,46.4,imbalance,imbalance,-7.08E-05,2.189244392,2.279266155,1.769884849,-6.3184,1.442781434,4.013557377,2.781819395,4.759109411,2.06055249,-0.001697764,3.242450337,-0.024132427,0.61670918,-4.8982,1.24415197,5.794793129,4.657624846,6.799233304,-0.301650613,-0.000157936,3.460764637,-0.620432203,0.778727078,-5.3789,1.199342002,4.199322197,3.501355067,4.818452459,0.1173262,0.000664889,2.713724246,0.079136098,0.359050138,-3.1961,1.240926977,6.42461571,5.17727137,7.504870536,0.499938502,0.010559268,1.607852953,0.103419667,0.068712219,-0.49897,1.232590733,5.361982206,4.350172414,6.25938577,-0.493315034,0.003342164,1.451845041,-0.806963717,0.026295424,-0.16176,1.187199782,3.741774901,3.151765153,4.27469766,-0.093898437,0.173017477,3.638270313,-0.451738255,0.940638116,-6.1447,1.218389291,4.045805593,3.320618151,4.698008582,-0.078299601,0.011807186,2.225794963,-0.377068169,0.206272818,-1.28061,1.200904699,4.796916172,3.994418688,5.477295177,0.478176469,D:/full\imbalance\10g\47.5136.csv
280,47.4,imbalance,imbalance,-2.47E-05,2.191376913,2.242226655,1.773952984,-6.297,1.439501312,3.997521566,2.777018356,4.735485805,2.051533789,0.002805721,3.209209577,3.47E-06,0.594650807,-4.7004,1.247159263,5.530571787,4.43453531,6.501345236,-0.268657298,-0.000214141,3.502442555,-0.551749509,0.813424428,-5.8247,1.200630835,4.551012886,3.790518079,5.22042684,0.173262119,0.000424839,2.743237167,0.138672189,0.373030126,-3.7472,1.241319951,7.774760617,6.2633011,9.07635371,0.558125147,0.006923208,1.605019927,0.11558842,0.067594591,-0.50806,1.244880625,5.693574602,4.573590824,6.685722221,-0.411587273,0.002535295,1.452620226,-0.772516922,0.026519376,-0.156824,1.190026357,3.532289496,2.968244759,4.040311718,-0.080279627,0.071822139,3.613191118,-0.523992256,0.90396811,-5.9029,1.216530852,4.485577464,3.687187592,5.20304337,0.046915348,0.011464895,2.230500021,-0.3964585,0.207515993,-1.26413,1.199892825,4.721778148,3.935166583,5.389520902,0.47288298,D:/full\imbalance\10g\48.5376.csv
281,48.8,imbalance,imbalance,0.000592978,2.191527098,2.189794565,1.779658814,-6.3154,1.435331452,3.967919933,2.76446247,4.694621483,2.038865016,-0.000396687,3.204708934,-0.035424958,0.590565997,-4.7048,1.245752579,5.605576548,4.499751108,6.586916128,-0.199349941,-0.000549301,3.558185075,-0.416790724,0.861542255,-6.502,1.204268073,5.213253536,4.32898094,5.978842429,0.231070153,0.000988348,2.757300193,0.258854045,0.380026826,-3.6168,1.249496694,7.756196398,6.207456519,9.092518388,0.608388619,0.00876628,1.611534022,0.024373368,0.069211781,-0.49611,1.235458514,5.041312146,4.080519166,5.894507711,-0.420650152,0.003169637,1.452466094,-0.785629717,0.026525458,-0.153083,1.190177227,3.458296879,2.905699086,3.958925301,-0.088227465,0.141568034,3.575904499,-0.612064406,0.886815385,-5.6415,1.207069544,4.401480679,3.646418469,5.070166732,0.102848509,0.01193267,2.230524407,-0.402590787,0.207583452,-1.2754,1.199727186,4.719707683,3.933984107,5.386391092,0.472461135,D:/full\imbalance\10g\49.9712.csv
282,49.4,imbalance,imbalance,0.001062931,2.193337618,2.159539228,1.783045243,-6.3899,1.433066073,3.929298345,2.741882192,4.646100427,2.031454878,-0.003419696,3.173390612,-0.024043631,0.571752979,-4.518,1.248936062,5.594243265,4.479207091,6.588481705,-0.192517585,-0.000955519,3.571578616,-0.525622231,0.87516458,-6.3748,1.197628092,4.717083081,3.938687737,5.390879259,0.195925384,0.00030233,2.749419253,0.412516152,0.379024759,-4.399,1.254504245,8.540994034,6.80826236,10.0278352,0.672031182,0.007958884,1.590967613,-0.164780184,0.064640889,-0.42485,1.225376859,4.653486582,3.797596263,5.420028799,-0.372463491,0.003681212,1.451891864,-0.758842776,0.026359627,-0.170417,1.192392147,4.002984104,3.357103713,4.586184583,-0.089636975,0.058357049,3.521126579,-0.686670061,0.830723657,-5.2303,1.198582563,4.178976376,3.486598674,4.793850024,0.04990355,0.011530001,2.220348295,-0.384252075,0.204897889,-1.26749,1.200151919,4.683335075,3.902285202,5.34608046,0.478933332,D:/full\imbalance\10g\50.5856.csv
283,50.2,imbalance,imbalance,0.001089788,2.194769142,2.140170611,1.785027502,-6.4239,1.431358858,3.941027524,2.753346935,4.657618898,2.026689602,-0.004164402,3.187654719,0.076460254,0.579931299,-5.154,1.253385936,6.202185717,4.948344751,7.312628943,-0.197265973,-0.000807902,3.597489361,-0.540173966,0.898836937,-6.6464,1.198082182,4.784267532,3.993271585,5.470480356,0.210768222,-0.000316316,2.756010853,0.386680546,0.380682081,-3.6177,1.253434089,7.243392301,5.778837808,8.497826752,0.650156214,0.008296968,1.608946424,0.075000703,0.068594528,-0.51137,1.239925934,5.606503007,4.521643474,6.569356506,-0.413220038,0.003348114,1.453478089,-0.719666025,0.026952296,-0.173721,1.195807444,3.875195275,3.240651573,4.445868963,-0.054643165,0.133522929,3.556368318,-0.523464376,0.866441764,-5.7769,1.210343863,4.872712326,4.025890884,5.613706331,0.132914991,0.01110596,2.226266459,-0.388295965,0.206312577,-1.28477,1.199553772,4.802050714,4.003197545,5.479399046,0.471001,D:/full\imbalance\10g\51.4048.csv
284,51.2,imbalance,imbalance,0.001496277,2.196051318,2.0959982,1.789893592,-6.3751,1.427701235,3.908704068,2.737760514,4.614348866,2.015839642,-5.71E-05,3.234781389,0.116375181,0.608692275,-4.9244,1.256749019,5.851689293,4.656211547,6.913266566,-0.192410431,0.000140099,3.638403605,-0.35878376,0.938917801,-7.5322,1.204059701,5.591994026,4.644283019,6.411411309,0.280303251,-0.000233807,2.753633517,0.478093241,0.381061067,-4.0212,1.257835037,8.183529861,6.506043813,9.614381082,0.685297222,0.00730749,1.618478164,0.021846096,0.070506271,-0.50672,1.237690779,5.328443196,4.305148981,6.235948812,-0.383649327,0.003242539,1.452080191,-0.739267664,0.026378306,-0.168318,1.193070827,3.982660993,3.338159733,4.561886408,-0.070550869,0.060333974,3.492182955,-0.621629594,0.804225553,-5.5307,1.203666967,4.68385487,3.891321269,5.385032142,0.081570841,0.011131057,2.236473025,-0.419100552,0.20898467,-1.29276,1.197898627,4.743166725,3.95957272,5.408554239,0.458798676,D:/full\imbalance\10g\52.6336.csv
285,52.6,imbalance,imbalance,0.001923549,2.199615637,2.025573533,1.797740651,-6.3464,1.421753121,3.881281648,2.729926588,4.573957945,1.998382108,-0.000570653,3.367703853,-0.157478964,0.696321464,-5.4579,1.240294543,5.407040155,4.359480725,6.340598073,-0.094070124,-0.001477685,3.700801812,0.259430967,1.003911787,-8.8822,1.224701633,7.035333592,5.744528627,8.125965385,0.457259873,-0.000376748,2.780616226,0.726814346,0.392157557,-4.7554,1.265519677,9.177140133,7.251677159,10.80968203,0.713614097,0.00844677,1.689519682,0.438804727,0.085571529,-0.63524,1.255742668,5.783474359,4.605620649,6.821202153,-0.578408292,0.003185614,1.454944421,-0.654327185,0.027510632,-0.174658,1.201103725,3.876668532,3.227588468,4.460371076,-0.055716351,0.141427067,3.591003416,-0.370471309,0.893716419,-6.4974,1.228260128,5.172286079,4.211067315,6.01637811,0.208499837,0.011886908,2.239536149,-0.428498488,0.209781294,-1.30473,1.198779815,4.738916863,3.953116997,5.407271322,0.45600376,D:/full\imbalance\10g\53.8624.csv
286,53.6,imbalance,imbalance,0.001762653,2.203645564,1.860556892,1.816387893,-6.313,1.406786024,3.767150863,2.677842117,4.418986996,1.957069009,-0.001894223,3.384293329,-0.066016408,0.70758817,-5.4575,1.253035331,5.365333404,4.28186921,6.337519039,-0.017067816,-0.000773014,3.764675627,0.84206838,1.064363557,-10.2672,1.254917813,7.547450152,6.014298366,8.836543414,0.527993883,-0.000424136,2.865411648,0.374017862,0.421290319,-5.1966,1.254444088,9.292270641,7.407480914,10.92061545,0.489947157,0.008684563,1.738578396,0.558043599,0.095722289,-0.70071,1.260821014,5.848873594,4.638940443,6.908503523,-0.63195727,0.002928754,1.456821054,-0.619061894,0.028207757,-0.170853,1.206035362,3.689667116,3.059335763,4.257074355,-0.073150558,0.07313024,3.670267512,-0.016720128,0.956062427,-7.3006,1.247773699,5.756089736,4.613087885,6.745315668,0.268569961,0.011484991,2.238699851,-0.446942304,0.209563661,-1.29962,1.197270035,4.776084735,3.989145803,5.445498936,0.449709973,D:/full\imbalance\10g\55.0912.csv
287,54.6,imbalance,imbalance,-0.00045844,2.205152756,1.839056116,1.819007663,-6.3066,1.403120063,3.743360456,2.667883208,4.385137418,1.951572824,-0.003305848,3.432974347,-0.069687823,0.744577338,-5.5992,1.249566503,4.755075866,3.805380388,5.604270777,0.132372463,0.000388097,3.756813175,0.328316101,1.054498601,-9.3636,1.237595681,7.112693043,5.747186382,8.276120742,0.438363514,0.000323109,2.851888851,0.670385694,0.417529988,-7.0787,1.268514774,13.04547159,10.28405175,15.42492337,0.570606901,0.007112807,1.724990656,0.742820554,0.093078177,-0.68596,1.259478155,5.985480008,4.752349204,7.046861844,-0.749853744,0.00289303,1.459423558,-0.66814071,0.029185031,-0.173613,1.201862601,3.823883371,3.181631052,4.402642734,-0.072189453,0.036117391,3.496729708,-0.42994581,0.802680751,-5.6532,1.22209964,4.840860826,3.961101591,5.625614536,0.194514623,0.011304456,2.241081693,-0.453958196,0.210203877,-1.26552,1.196431209,4.610159429,3.853259088,5.254874493,0.446212996,D:/full\imbalance\10g\55.9104.csv
288,55.6,imbalance,imbalance,0.001852991,2.210203117,1.760901041,1.828076181,-6.3245,1.397739147,3.716164374,2.65869664,4.346877468,1.931494536,0.00084541,3.362094029,-0.302978128,0.6936716,-5.319,1.234861065,4.854375813,3.931110917,5.684715993,0.090194841,-0.000677972,3.78572919,0.121568064,1.077289437,-9.3245,1.235015308,6.237731068,5.050731782,7.252680919,0.341464638,-0.000261526,2.853147471,0.767405976,0.418839052,-5.6693,1.276024358,10.39704467,8.147998586,12.32767435,0.602678253,0.011256721,1.825560961,0.48445087,0.11393482,-0.82809,1.245238177,5.958376014,4.784928799,6.978228334,-0.673411099,0.003221773,1.462568652,-0.43740725,0.030368109,-0.199032,1.217570546,4.351772624,3.574144133,5.051403617,-0.172030204,0.014428145,3.519970895,-0.432355614,0.819384433,-5.6909,1.223360628,4.834411733,3.951747033,5.625184729,0.156741932,0.011746548,2.212927325,-0.525723393,0.202670484,-1.23736,1.192161985,4.717049069,3.956718238,5.365068358,0.416700011,D:/full\imbalance\10g\56.9344.csv
289,56.6,imbalance,imbalance,0.000118874,2.207260366,1.810061953,1.822418852,-6.401,1.400863713,3.742029246,2.671230049,4.380705856,1.944100147,0.000790122,3.360060665,-0.332757827,0.692606064,-5.2571,1.231818204,5.157193145,4.186651187,6.031049643,0.000620633,-0.000251053,3.802642433,0.045605476,1.09599223,-9.0554,1.229477684,6.266117823,5.096568978,7.273009203,0.309585224,0.000118528,2.870591953,0.778723606,0.426661763,-5.2122,1.279921658,8.001202219,6.251321845,9.507995686,0.593883577,0.00776514,1.745011044,0.570884214,0.09715872,-0.70046,1.247685494,6.036637759,4.83826877,7.06615319,-0.7135399,0.003003746,1.461547172,-0.397064037,0.029976625,-0.208277,1.215652722,4.900467521,4.031140994,5.673381876,-0.189159197,0.092540001,3.648684128,-0.315149595,0.932712787,-6.4609,1.234428388,4.462383549,3.614939184,5.229324423,-0.071623895,0.011383393,2.234204193,-0.515095137,0.208519534,-1.26983,1.192639902,4.766680974,3.996747857,5.423810766,0.430680425,D:/full\imbalance\10g\57.9584.csv
290,57.8,imbalance,imbalance,0.000378994,2.204937674,1.818963294,1.821420128,-6.3756,1.401829289,3.741351287,2.66890649,4.381133433,1.946436903,-0.00187943,3.400430311,-0.221697156,0.719626512,-5.6163,1.238083928,5.196629696,4.197316175,6.090101014,0.021786723,-0.000902354,3.834240848,-0.066026742,1.132686327,-8.9253,1.22049708,5.778008734,4.734143842,6.66613455,0.238358227,0.000104292,2.924663581,0.553096634,0.446680879,-5.0999,1.269741859,8.471561832,6.671877256,10.03385763,0.467369247,0.005811451,1.64768657,1.114555105,0.077082574,-0.57996,1.266909831,6.528772543,5.153304824,7.692718185,-0.890281469,0.002665063,1.458690939,-0.432478117,0.028890133,-0.195136,1.213086221,4.827548637,3.97955937,5.588930842,-0.180280842,0.106432697,4.087788951,-0.421187363,1.474059295,-9.1388,1.218134736,3.778958114,3.102249696,4.387087712,-0.297701576,0.01135125,2.239584356,-0.518061156,0.209890053,-1.27532,1.192390981,4.551638544,3.817236642,5.17939523,0.424561327,D:/full\imbalance\10g\59.1872.csv
291,58.4,imbalance,imbalance,-0.000864586,2.221050403,1.750959634,1.833549237,-6.1321,1.395082039,3.691256753,2.645906584,4.314490751,1.928580941,-0.003996375,3.393392083,-0.170718603,0.716346098,-5.8143,1.243000017,5.383441832,4.331007048,6.323597313,0.167862904,-1.59E-05,3.879101389,-0.180188835,1.185316675,-9.2591,1.215756816,5.265641218,4.33116323,6.062912177,0.219496594,0.000683346,2.929725104,0.790187086,0.449187338,-4.8409,1.28243071,7.826702259,6.103021548,9.321360456,0.458429611,0.016885775,1.654267738,0.918711756,0.079788955,-0.66551,1.241203416,6.78805133,5.468927365,7.918217655,-0.696063266,0.004309284,1.456188097,-0.611757701,0.028142987,-0.188832,1.203802329,4.617935526,3.836124432,5.323209614,-0.115478998,0.776672482,4.023720569,-0.310438883,1.582871045,-8.5615,1.286313329,4.380972902,3.405836512,5.285528358,0.280050127,0.010504697,2.236769297,-0.630183389,0.209055435,-1.32532,1.189125362,4.608260028,3.875335751,5.244749166,0.388005349,D:/full\imbalance\10g\60.0064.csv
292,59.6,imbalance,imbalance,0.00179759,2.210531691,1.783941995,1.824928901,-6.3344,1.399757349,3.747737448,2.677419377,4.386571214,1.937361041,-0.000396604,3.478542215,-0.251038896,0.779380716,-5.9816,1.236660799,5.17255618,4.182679829,6.057334636,-0.010630507,-0.000273332,3.912440803,0.003585417,1.233030018,-10.5155,1.219269425,6.212387416,5.095171983,7.158607615,0.3099659,0.000531763,2.948874118,0.909393941,0.459629976,-5.0164,1.289710262,7.437236977,5.766595176,8.883051146,0.480366086,0.006582802,1.661035344,1.065829235,0.08008557,-0.60904,1.264614077,6.604654022,5.222663688,7.772074844,-0.94429833,0.002622055,1.460412944,-0.461400279,0.029525856,-0.192183,1.212999044,4.457462555,3.674745316,5.161284493,-0.19456085,0.080199616,4.019683705,-0.334172772,1.367182156,-9.416,1.221739962,4.221903005,3.455647794,4.906704806,-0.282905597,0.01086307,2.236121945,-0.499539709,0.208872965,-1.31217,1.193418929,4.837371853,4.053372821,5.507991352,0.430024253,D:/full\imbalance\10g\61.0304.csv
293,60.2,imbalance,imbalance,0.000181272,2.208609308,1.768365109,1.826964779,-6.4294,1.39707102,3.719400511,2.662284492,4.348982636,1.933407783,-0.000283908,3.496134929,-0.269194595,0.794138822,-6.0628,1.235408214,5.154827523,4.172570219,6.034954222,-0.072193279,-0.001002544,3.947841958,0.307299827,1.281608104,-11.2057,1.232887291,6.172381945,5.006444621,7.156509378,0.395818268,0.000536535,2.939442835,1.069744503,0.455409435,-6.0082,1.295565263,8.726535162,6.735697082,10.45066673,0.460168774,0.004908897,1.638490652,0.390632758,0.074806635,-0.55489,1.24814549,6.189618543,4.959052126,7.255067011,-0.701209798,0.00225366,1.458489032,-0.575345842,0.028779009,-0.179847,1.208447687,4.222574143,3.494213436,4.878763988,-0.115900189,0.009593905,3.773022957,-0.33525431,1.052124058,-7.2778,1.235664567,4.337000068,3.509852257,5.089401555,-0.037407825,0.010625969,2.236463394,-0.500073292,0.208948901,-1.35362,1.19312667,4.975926829,4.170493337,5.663691082,0.429012773,D:/full\imbalance\10g\61.8496.csv
294,13,imbalance,imbalance,-0.000499058,2.151073478,4.29805254,1.585841052,-6.1511,1.612265916,5.134656464,3.184745402,6.389049537,2.499301555,0.016254216,3.667523536,-0.668491332,1.097696082,-6.0223,1.175253034,4.61077276,3.923217066,5.212286944,-0.514032141,0.00010345,2.624947938,-0.450854095,0.344076227,-2.852,1.167632759,7.462710285,6.391316301,8.371928109,-0.458452626,0.000779016,1.518353448,-0.165690508,0.046913732,-0.39291,1.238185981,5.553578506,4.485253905,6.503905501,-0.209566131,0.009087709,1.991162159,-0.502055611,0.147259286,-0.92519,1.217003935,4.571348776,3.756231713,5.316150058,-0.200009317,0.003904494,1.48734031,-0.424349944,0.03848775,-0.24728,1.229906703,4.069251123,3.308585208,4.759783227,-0.049197036,0.085726408,3.558733199,-0.140447705,0.865235042,-5.2494,1.253861126,4.429202422,3.53245055,5.226048901,0.391083714,0.012278257,1.873296445,0.434289763,0.125081278,-0.96127,1.249899277,6.828609227,5.463327609,7.942934827,0.826630273,D:/full\imbalance\15g\13.312.csv
295,14.2,imbalance,imbalance,0.000306369,2.154282001,4.070681327,1.603831949,-6.3108,1.59502279,5.056970831,3.170469326,6.264699782,2.453907245,0.043382166,3.706956163,-0.874672644,1.150619511,-6.1168,1.162737233,4.284148196,3.684536861,4.825170113,-0.426415465,0.000150785,2.619249257,-0.843533367,0.341459755,-2.54215,1.157149872,6.37676587,5.510751914,7.131504157,-0.346737307,0.0006922,1.528563302,-0.030145027,0.049522233,-0.50976,1.24643637,6.582256478,5.280860409,7.736287378,-0.185954514,0.006450865,1.85189519,-0.237118939,0.118043931,-0.75817,1.226204119,4.576505911,3.732254557,5.327488182,-0.353221438,0.003015281,1.475113148,-0.364944187,0.034614748,-0.22867,1.227967369,4.238584698,3.451707925,4.951601811,-0.141644121,0.084478159,3.529041382,-0.018106109,0.833247693,-5.9744,1.244228521,5.557793431,4.466859051,6.506536544,0.264907702,0.016607805,1.924107848,0.275511157,0.136309488,-0.99374,1.248157083,6.335581635,5.075948949,7.378280079,0.770736121,D:/full\imbalance\15g\14.5408.csv
296,15.2,imbalance,imbalance,-0.00129013,2.154445077,3.9826221,1.611000642,-6.3033,1.585869174,5.005083808,3.156050883,6.18276254,2.436118237,0.007367057,3.522731776,-0.879430288,0.94464532,-5.1184,1.162375814,4.382633197,3.77040983,4.928983875,-0.398837652,0.000192264,2.616447841,-0.817033646,0.33961799,-2.45603,1.158741582,6.1014953,5.265622115,6.830336451,-0.352052341,0.000665981,1.55136141,-0.033284156,0.055074842,-0.51185,1.249336609,6.025415194,4.822891724,7.09919401,-0.133850446,0.005363126,1.693145052,0.310516609,0.086067746,-0.55967,1.251656164,4.999193574,3.994062999,5.882827661,-0.576899366,0.002751271,1.463797308,-0.437861164,0.030761235,-0.194864,1.21889513,4.273490339,3.506036109,4.96409792,-0.150512125,-0.031607969,3.677950191,-0.196733045,0.956940201,-6.0845,1.255667292,4.115486933,3.277529772,4.888890049,-0.057012907,0.02018611,1.912639302,0.09259757,0.133800458,-0.91749,1.238842034,5.942069745,4.796470882,6.886708875,0.688452812,D:/full\imbalance\15g\15.5648.csv
297,16.6,imbalance,imbalance,0.001018924,2.154255196,3.77621687,1.628036472,-6.2616,1.571690041,4.881494259,3.105888649,6.008197309,2.393951369,0.000175095,3.492978483,-0.860061556,0.91592127,-4.8657,1.163596073,4.304532172,3.699335423,4.843238168,-0.408849613,-7.27E-05,2.628616566,-0.789256183,0.342902012,-2.56473,1.161286308,6.335052268,5.455202755,7.098016827,-0.352139563,0.000711998,1.597978242,-0.053198401,0.065628868,-0.66872,1.248406101,6.648262309,5.325400368,7.832018813,-0.112708221,0.003498079,1.927451752,-0.503796554,0.133618426,-0.78144,1.215192728,3.922912414,3.228222423,4.551355363,-0.274648249,0.002297541,1.481199145,-0.416714282,0.036487909,-0.23189,1.229453045,4.035290029,3.282183119,4.721082324,-0.06435317,-0.109972498,4.209705487,-1.230207757,1.925401574,-8.5774,1.123201111,2.822992819,2.513345822,3.091904747,0.225689624,0.01390259,1.913227872,0.280722996,0.133417904,-0.9785,1.241636108,6.43386443,5.181763313,7.470759452,0.749585946,D:/full\imbalance\15g\16.9984.csv
298,17.4,imbalance,imbalance,-0.002070854,2.152224665,3.780168968,1.627727236,-6.3305,1.568304701,4.890115187,3.118089989,6.010079019,2.394793553,0.024644212,3.627739317,-0.846452326,1.046002275,-5.6711,1.164533877,4.372670469,3.754867552,4.925234069,-0.428706688,-0.000319147,2.637332776,-0.777618554,0.344338663,-2.60672,1.163689693,6.398053904,5.498075596,7.180376325,-0.340126064,0.000398532,1.673320346,-0.133517021,0.081456921,-0.68588,1.241463881,5.766944228,4.645277497,6.764824629,-0.114721872,0.013610293,1.894876803,-0.358702073,0.127253336,-0.88237,1.214318747,4.893981802,4.030228319,5.665010553,-0.245383528,0.003167889,1.47703882,-0.401788675,0.035245864,-0.23191,1.228633974,4.096624336,3.334291922,4.787801456,-0.071761608,0.129805838,3.479128039,-0.239506502,0.796531426,-5.0871,1.246337257,4.754201779,3.814538763,5.596207229,0.242108156,0.012225103,1.91489397,0.306969892,0.13364668,-0.96714,1.240324371,6.239919277,5.03087694,7.236685664,0.756813786,D:/full\imbalance\15g\17.8176.csv
